name x y flux1 flux2 flux3 par rv
P01646  35.588  -9.945 5.31e-16 3.62e-16 1.79e-16   0.002    8.68
P01502  35.543  -6.764 3.00e-17 2.58e-17 1.84e-17  -0.000    5.23
P05234  35.588  -8.493 1.10e-13 6.98e-14 3.90e-14  -0.001    5.77
P01900  35.527  -9.479 6.29e-14 3.46e-14 1.74e-14   0.002    7.91
P05563  35.722  -8.046 1.37e-17 1.16e-17 7.57e-18  -0.000    5.21
P04833  35.672  -9.741 3.05e-17 2.98e-17 1.89e-17   0.001    8.91
P02614  35.708  -9.962 8.56e-17 6.44e-17 3.79e-17   0.000    9.29
P01168  35.740  -9.227 4.09e-16 2.61e-16 1.18e-16  -0.001    6.93
P05928  35.713 -10.822 9.43e-17 6.36e-17 4.20e-17   0.000    9.30
P01996  35.664  -8.940 6.72e-15 3.25e-15 1.35e-15   0.002    5.88
P02245  35.808 -10.164 1.31e-15 7.47e-16 3.85e-16  -0.001    9.70
P03133  35.691  -9.142 1.73e-13 1.30e-13 7.96e-14   0.000    6.42
P05995  35.898  -8.969 1.11e-15 5.81e-16 3.18e-16   0.001    5.86
P02951  35.785  -9.893 1.89e-17 1.58e-17 1.05e-17   0.001    9.94
P04283  35.819  -8.483 1.17e-13 1.13e-13 9.37e-14  -0.000    5.00
P01513  35.932 -10.778 1.81e-15 9.66e-16 4.96e-16   0.001    9.20
P02177  35.928  -9.631 6.84e-17 6.19e-17 3.52e-17   0.001    9.07
P03674  35.767  -8.394 4.33e-16 3.16e-16 1.76e-16   0.001    4.90
P01964  35.822  -8.682 1.22e-17 1.23e-17 8.64e-18  -0.001    4.86
P02295  35.722  -9.484 9.29e-14 4.46e-14 2.26e-14   0.001    9.81
P05998  35.748 -12.116 1.42e-17 1.34e-17 9.44e-18   0.000    8.96
P03157  35.852  -8.296 3.38e-17 2.94e-17 1.62e-17   0.003    4.61
P05811  35.957  -9.317 1.62e-15 1.06e-15 4.59e-16   0.001    7.25
P00039  35.980  -9.692 9.85e-14 1.09e-13 1.07e-13   0.001   10.08
P03665  35.978  -9.550 2.42e-15 1.26e-15 6.88e-16   0.000   10.20
P04275  35.858  -9.147 5.29e-14 3.22e-14 1.47e-14   0.001    3.88
P05690  35.949  -8.362 5.71e-16 3.23e-16 1.66e-16  -0.001    4.58
P03012  35.906  -9.672 1.84e-15 1.14e-15 4.74e-16  -0.000    8.93
P01166  36.090  -9.419 2.19e-16 1.49e-16 6.91e-17   0.000   13.91
P00706  35.992  -9.358 2.14e-17 2.14e-17 1.32e-17   0.001   13.05
P05304  36.082  -6.387 1.71e-17 1.36e-17 9.42e-18   0.000    4.99
P01503  36.104  -7.411 1.59e-16 1.11e-16 6.54e-17   0.002    4.78
P05111  35.967 -13.312 1.28e-17 1.34e-17 9.45e-18   0.001    8.88
P01805  35.986  -8.362 6.90e-16 4.19e-16 2.15e-16   0.001    4.30
P03368  36.077  -8.554 2.55e-17 2.38e-17 1.18e-17   0.000    4.32
P05677  36.091  -7.595 3.95e-16 2.39e-16 1.35e-16   0.001    4.79
P03848  36.200  -9.250 1.56e-16 1.15e-16 7.08e-17  -0.000    1.97
P00353  36.106  -6.457 2.62e-15 1.42e-15 6.98e-16   0.002    4.98
P00980  36.190  -8.922 1.49e-15 8.53e-16 4.29e-16  -0.000    3.31
P02661  36.159  -9.383 1.30e-15 7.24e-16 3.79e-16   0.002    5.77
P01070  36.094 -10.114 3.82e-17 3.59e-17 2.37e-17   0.001   10.03
P05333  36.205  -8.864 2.84e-17 2.28e-17 1.67e-17   0.001    2.70
P01756  36.096  -8.461 1.57e-13 1.00e-13 6.52e-14   0.001    4.13
P05821  35.951 -11.601 1.58e-13 1.09e-13 6.67e-14   0.001    9.05
P02659  36.087  -8.779 1.53e-17 1.58e-17 1.18e-17   0.002    3.69
P01977  36.167  -9.218 1.29e-13 8.83e-14 5.02e-14   0.000    0.61
P00219  36.166 -10.420 4.82e-17 3.81e-17 2.53e-17  -0.001    9.56
P02223  36.189  -9.812 7.55e-16 4.37e-16 2.46e-16   0.001   10.58
P03136  36.207  -8.651 4.90e-17 3.38e-17 2.61e-17  -0.001    3.57
P01250  36.056  -9.366 6.37e-16 3.38e-16 1.90e-16   0.002    0.64
P02584  36.244  -9.082 1.11e-13 1.15e-13 9.33e-14   0.000    0.84
P02620  36.122  -9.957 2.27e-15 1.05e-15 5.84e-16  -0.002   10.04
P00865  36.376  -9.078 7.15e-16 4.96e-16 2.05e-16   0.001    2.83
P02199  36.287  -9.601 1.22e-13 6.92e-14 3.34e-14   0.001   11.50
P05487  36.307  -9.406 6.63e-14 2.94e-14 1.27e-14   0.000    5.53
P05062  36.245  -9.414 1.49e-17 1.45e-17 1.01e-17  -0.001   24.16
P04826  36.243  -9.244 4.73e-16 2.76e-16 1.31e-16   0.001    4.76
P04442  36.285  -9.487 1.23e-13 7.34e-14 3.44e-14   0.002    7.50
P03006  36.433 -10.897 2.42e-16 1.76e-16 9.17e-17   0.000    9.09
P05080  36.397  -8.804 4.40e-15 2.37e-15 9.40e-16   0.001    3.80
P06145  36.522  -9.866 2.41e-15 1.58e-15 7.11e-16   0.001    8.92
P04121  36.463  -8.495 8.89e-14 6.00e-14 3.08e-14  -0.002    4.10
P00603  36.392  -9.372 6.93e-15 3.83e-15 1.76e-15   0.000    5.42
P05482  36.615 -10.360 7.39e-16 4.46e-16 2.43e-16   0.000    8.95
P00405  36.454  -7.502 8.62e-14 9.71e-14 7.95e-14  -0.000    4.75
P05350  36.544 -12.639 1.33e-16 9.58e-17 5.04e-17   0.002    8.66
P00134  36.550  -9.625 1.01e-13 5.95e-14 2.80e-14  -0.000    7.84
P04577  36.555  -9.184 1.54e-13 1.25e-13 6.93e-14   0.001    5.65
P06009  36.558 -10.930 1.00e-15 6.14e-16 3.18e-16   0.001    8.75
P02113  36.666  -7.622 6.73e-14 3.08e-14 1.43e-14   0.000    4.64
P03503  36.724 -10.247 6.18e-16 3.42e-16 2.05e-16   0.002    8.38
P05573  36.648 -13.994 6.57e-16 3.79e-16 1.69e-16   0.003    8.75
P03002  36.624  -9.304 1.11e-16 8.08e-17 4.72e-17   0.001    5.46
P01948  36.719  -6.450 2.83e-16 1.94e-16 1.13e-16  -0.001    4.89
P01080  36.650  -8.707 1.04e-17 1.16e-17 7.75e-18  -0.000    4.79
P05097  36.818 -10.289 6.30e-14 2.97e-14 1.52e-14   0.000    8.11
P05502  36.787  -8.915 4.61e-17 2.88e-17 2.59e-17   0.001    5.15
P02628  36.952  -9.791 6.10e-16 3.25e-16 1.58e-16   0.001    7.43
P02394  36.803  -8.208 1.83e-16 1.35e-16 7.06e-17   0.002    4.83
P04185  36.660  -9.330 2.56e-16 1.67e-16 1.08e-16   0.000    6.14
P00496  36.969  -9.048 2.42e-16 1.39e-16 7.36e-17   0.000    5.54
P01807  36.931  -7.770 1.41e-16 8.19e-17 5.43e-17   0.002    4.88
P05506  36.964 -13.705 1.71e-16 1.29e-16 5.98e-17  -0.000    8.47
P02274  36.931  -8.379 1.41e-13 1.12e-13 7.41e-14   0.001    5.13
P05002  36.985 -10.298 7.41e-15 3.98e-15 1.85e-15  -0.000    7.63
P04932  37.186 -11.598 1.63e-15 1.03e-15 5.17e-16   0.001    8.16
P02255  37.088  -8.351 5.90e-14 3.24e-14 1.43e-14   0.000    5.28
P06034  37.174  -6.609 1.07e-15 5.99e-16 3.78e-16   0.001    4.91
P04356  37.307  -6.845 1.49e-17 1.28e-17 1.10e-17   0.001    4.97
P00502  37.204  -2.705 6.38e-16 3.44e-16 1.97e-16   0.001    4.54
P03200  37.253  -2.059 1.51e-15 7.37e-16 3.84e-16   0.000    4.48
P03604  37.289  -5.506 1.52e-17 1.30e-17 9.14e-18  -0.002    4.78
P05695  37.451 -10.516 8.76e-17 5.49e-17 3.66e-17   0.001    7.34
P05627  37.568 -11.877 1.02e-16 7.70e-17 4.93e-17  -0.001    7.96
P01099  37.611  -8.748 9.03e-17 7.25e-17 3.87e-17   0.001    5.85
P00160  37.684  -9.844 1.62e-16 1.11e-16 6.18e-17   0.001    6.63
P01846  37.926 -13.770 5.62e-14 3.07e-14 1.20e-14  -0.000    8.18
P01815  37.865  -9.897 1.44e-17 1.31e-17 9.83e-18   0.001    6.72
P00776  37.986  -8.044 1.20e-15 7.82e-16 3.97e-16   0.002    5.50
P01865  38.321 -11.175 1.87e-16 1.57e-16 8.37e-17  -0.000    7.25
P04025  38.373  -8.379 7.69e-17 6.56e-17 4.09e-17   0.001    5.73
P01370  38.458  -8.329 5.25e-17 3.92e-17 2.32e-17   0.001    5.61
P01586  38.496  -8.361 1.18e-13 7.69e-14 3.87e-14   0.001    5.71
P02824  38.608 -10.157 4.79e-15 2.14e-15 9.74e-16   0.002    6.55
P00350  38.617  -9.340 2.02e-16 1.29e-16 8.02e-17   0.001    6.17
P04754  38.671  -9.144 5.07e-15 2.36e-15 1.05e-15   0.001    6.08
P05329  39.005 -12.762 7.33e-16 3.87e-16 1.67e-16  -0.001    7.39
P01087  39.156 -14.138 4.15e-16 2.33e-16 1.37e-16  -0.000    7.57
P00021  39.119 -12.169 2.11e-15 1.23e-15 5.39e-16   0.001    7.18
P05426  39.401 -12.704 8.99e-16 5.04e-16 2.32e-16  -0.000    7.14
P02634  39.810  -9.910 1.95e-17 1.66e-17 1.23e-17   0.001    7.00
P01824  39.964  -7.353 6.20e-17 5.08e-17 3.18e-17   0.003    5.31
P03983  40.056 -10.560 1.13e-17 6.93e-18 5.97e-18   0.001    6.99
P03120  40.082  -7.894 4.73e-16 3.04e-16 1.67e-16   0.002    5.44
P05993  40.084  -7.598 9.36e-14 4.74e-14 2.41e-14  -0.000    5.38
P03215  40.416  -8.329 9.55e-14 7.61e-14 5.27e-14   0.000    6.63
P02838  42.415 -12.045 1.41e-15 6.61e-16 3.62e-16  -0.001    6.87
P00879  42.870 -14.004 8.77e-14 6.91e-14 3.79e-14   0.000    6.76
P04981  43.185 -12.001 3.59e-14 2.11e-14 8.63e-15   0.001    6.92
P02428  43.392 -12.387 1.84e-17 1.47e-17 9.59e-18   0.003    6.95
P03751  43.539 -12.580 4.59e-15 2.42e-15 1.04e-15   0.000    6.97
P00961  43.585 -14.503 7.87e-14 5.34e-14 3.23e-14   0.001    6.53
P01888  43.626  -9.792 4.38e-15 2.33e-15 8.73e-16   0.001    6.50
P04193  43.577 -10.605 4.48e-16 2.49e-16 1.48e-16   0.000    6.75
P01135  43.678 -14.050 6.11e-14 2.97e-14 1.54e-14   0.002    6.49
P00411  43.843 -13.174 5.55e-16 3.26e-16 1.81e-16  -0.000    6.72
P01433  44.002  -9.982 5.07e-14 2.60e-14 1.36e-14  -0.001    6.47
P01603  43.954 -11.502 1.47e-15 8.06e-16 3.60e-16   0.001    7.00
P05736  44.115 -14.241 7.36e-14 7.85e-14 5.54e-14  -0.001    6.40
P00522  44.141 -10.079 5.89e-17 4.37e-17 2.86e-17   0.001    6.47
P00500  44.113 -11.420 1.64e-17 1.38e-17 9.24e-18   0.000    7.00
P03290  44.460 -13.871 1.70e-17 1.42e-17 9.13e-18   0.001    6.33
P05305  44.502 -12.020 4.32e-17 3.11e-17 1.72e-17   0.000    7.29
P01527  44.364 -12.739 4.15e-14 2.56e-14 9.85e-15   0.002    7.01
P04889  44.426 -10.962 3.96e-17 2.66e-17 1.80e-17   0.000    6.77
P06095  44.408 -12.342 1.87e-16 1.59e-16 6.73e-17  -0.000    7.31
P05240  44.587 -12.379 1.32e-16 8.31e-17 5.03e-17  -0.000    7.39
P00187  44.491 -13.170 1.98e-15 1.06e-15 4.44e-16   0.002    6.95
P04301  44.591 -13.550 3.83e-16 2.16e-16 1.20e-16   0.003    6.33
P02160  44.696 -13.707 3.02e-16 1.58e-16 8.84e-17  -0.001    6.34
P04694  44.666 -11.137 7.56e-15 2.19e-14 3.85e-14  -0.000    6.75
P05894  44.514 -13.035 1.32e-16 7.38e-17 4.61e-17   0.001    6.97
P04672  44.566 -11.016 2.02e-16 1.42e-16 6.57e-17   0.001    6.55
P01016  44.831 -12.668 7.23e-14 7.14e-14 4.89e-14   0.002    7.37
P02037  44.779 -13.013 4.14e-15 1.69e-15 8.65e-16  -0.002    7.35
P06126  44.884 -10.554 4.21e-15 1.89e-15 9.66e-16   0.003    6.41
P01981  44.847 -10.293 7.94e-15 1.71e-14 3.11e-14   0.002    6.27
P00675  44.659 -11.552 4.33e-16 2.00e-16 1.20e-16  -0.000    6.99
P03553  44.809 -10.594 8.34e-17 5.85e-17 3.35e-17  -0.000    6.37
P04803  44.891 -12.924 3.24e-14 5.29e-14 5.64e-14   0.000    7.28
P06094  44.889 -10.747 8.26e-14 4.47e-14 2.40e-14   0.001    6.45
P01215  44.823 -14.085 9.68e-17 7.15e-17 3.20e-17  -0.000    5.78
P04178  44.790 -13.438 1.15e-16 8.27e-17 4.96e-17   0.000    6.44
P02955  44.880 -11.815 1.72e-16 1.11e-16 5.30e-17  -0.001    7.32
P02783  44.993 -14.103 2.53e-16 1.36e-16 7.83e-17   0.001    5.71
