name x y flux1 flux2 flux3 par rv
P00847 -35.355 -13.557 4.05e-15 2.68e-15 1.23e-15   0.000   10.84
P01568 -35.370 -12.282 1.03e-12 8.03e-13 5.56e-13   0.001   10.31
P05040 -35.382 -11.973 4.64e-13 6.51e-13 6.59e-13   0.003   22.02
P01520 -35.277 -12.139 4.78e-13 2.47e-13 1.14e-13   0.000   11.42
P06002 -35.415 -10.104 8.62e-13 5.02e-13 2.36e-13  -0.000   16.65
P06193 -35.365  -7.330 7.11e-13 7.97e-13 6.96e-13   0.001   15.07
P04094 -35.262 -11.782 3.06e-14 1.70e-14 7.63e-15   0.002   24.50
P04032 -35.438  -9.288 4.41e-16 3.32e-16 1.98e-16   0.004   15.93
P02740 -35.406 -11.040 1.90e-13 3.36e-13 4.82e-13   0.001   16.28
P00571 -35.257 -11.867 6.65e-13 3.98e-13 1.68e-13   0.002   42.73
P01952 -35.373 -12.600 3.82e-17 4.93e-17 3.39e-17   0.002    5.95
P02448 -35.373 -12.641 5.37e-13 2.58e-13 1.28e-13   0.002    5.71
P04230 -35.404 -12.115 4.95e-13 2.72e-13 1.20e-13   0.003   -2.89
P05368 -35.385 -11.855 6.84e-17 5.96e-17 5.15e-17   0.002   20.11
P05955 -35.382 -12.050 8.44e-17 8.11e-17 5.86e-17   0.002   -9.89
P04125 -35.322 -12.521 1.36e-15 9.92e-16 5.41e-16   0.001    5.63
P04623 -35.166 -13.530 3.81e-17 3.75e-17 3.13e-17   0.001   11.19
P02137 -35.323 -11.669 3.82e-17 3.81e-17 2.96e-17   0.005   16.94
P00237 -35.354 -12.865 4.55e-14 2.73e-14 1.03e-14   0.001    6.90
P01838 -35.193 -11.508 1.16e-15 7.18e-16 4.35e-16   0.000   19.59
P01254 -35.103 -12.803 1.54e-14 7.92e-15 3.43e-15  -0.000    7.28
P00792 -35.184 -12.303 3.55e-15 1.95e-15 1.00e-15   0.001    6.28
P00365 -35.034 -12.275 2.01e-14 1.11e-14 5.36e-15   0.004    5.78
P03704 -35.105 -12.410 7.47e-13 3.95e-13 1.95e-13   0.002    6.02
P03656 -35.159 -12.646 8.77e-13 6.62e-13 3.51e-13   0.003    7.27
P03430 -35.195 -11.898 2.41e-14 1.37e-14 6.82e-15   0.001   13.57
P01145 -35.112 -14.269 2.12e-14 1.11e-14 5.52e-15   0.000   11.52
P04811 -35.153 -11.639 3.03e-15 1.94e-15 9.11e-16   0.002   16.34
P02874 -35.188 -11.797 7.75e-13 4.43e-13 2.24e-13   0.002   14.50
P05122 -35.182 -11.778 1.96e-16 1.44e-16 9.87e-17   0.002   12.62
P00488 -35.203 -12.404 8.50e-17 7.37e-17 5.94e-17   0.001    8.71
P05583 -35.091  -9.670 1.72e-16 1.27e-16 1.00e-16   0.004   15.36
P05844 -35.200 -12.348 2.39e-17 2.40e-17 2.16e-17   0.002    5.15
P03620 -35.099 -12.399 4.92e-16 4.36e-16 2.38e-16   0.003    6.53
P02391 -35.056 -12.025 9.36e-17 7.92e-17 7.05e-17   0.003   10.63
P01180 -34.992 -11.812 9.67e-17 8.65e-17 6.46e-17   0.000   10.60
P00179 -35.010  -0.561 7.86e-13 4.17e-13 1.91e-13   0.002   13.15
P04977 -35.032 -11.837 5.30e-15 3.06e-15 1.52e-15   0.001   12.62
P02200 -34.987 -10.318 6.62e-15 3.54e-15 2.17e-15   0.001   15.41
P03936 -34.961 -11.031 6.20e-17 5.75e-17 4.24e-17   0.002   15.97
P01924 -34.965 -13.823 5.03e-15 2.96e-15 1.60e-15   0.004   10.51
P06132 -34.898 -14.353 3.53e-17 3.86e-17 3.06e-17   0.003   10.19
P02198 -34.933 -12.611 4.14e-15 2.36e-15 1.36e-15   0.003    7.42
P02905 -34.913 -13.330 8.15e-17 8.00e-17 5.73e-17   0.001    9.01
P01994 -34.827 -13.094 1.74e-16 1.26e-16 9.30e-17   0.001    8.54
P05526 -34.959 -11.319 1.30e-17 1.49e-17 1.59e-17   0.003   15.85
P01348 -34.875 -12.342 9.70e-13 6.47e-13 3.79e-13   0.003    9.55
P05129 -34.883  -9.566 3.11e-17 3.13e-17 2.88e-17   0.001   14.92
P04524 -34.852  -8.910 2.07e-14 1.02e-14 4.78e-15   0.004   15.08
P00214 -34.833  -9.590 8.93e-16 6.29e-16 4.07e-16  -0.000   15.09
P02963 -34.894 -11.513 2.19e-17 2.43e-17 2.22e-17   0.003   13.62
P03350 -34.704 -11.460 6.43e-16 5.21e-16 2.68e-16   0.003    5.78
P04996 -34.749 -10.630 1.24e-17 1.63e-17 1.57e-17   0.003   15.02
P02883 -34.725  -9.253 8.91e-13 5.62e-13 2.71e-13   0.004   15.73
P05472 -34.684 -11.990 4.99e-13 2.45e-13 1.22e-13   0.003   11.23
P05091 -34.556 -14.311 2.84e-14 1.45e-14 6.87e-15   0.003   10.37
P05408 -34.668 -12.204 1.85e-16 1.59e-16 9.23e-17   0.001    8.65
P03981 -34.677 -10.760 2.31e-16 2.18e-16 1.29e-16   0.003   14.49
P05565 -34.514  -9.555 1.22e-15 7.53e-16 4.57e-16   0.002   14.74
P02942 -34.424  -3.506 1.98e-17 2.12e-17 1.88e-17   0.004   13.70
P00394 -34.503 -13.031 1.41e-14 6.84e-15 3.40e-15   0.003    9.15
P05838 -34.534  -9.284 1.21e-15 8.91e-16 4.49e-16   0.002   14.55
P04358 -34.468  -7.660 6.22e-16 4.69e-16 2.72e-16   0.001   14.63
P00845 -34.514 -13.195 6.65e-15 3.89e-15 2.12e-15   0.003    9.87
P05654 -34.419 -10.893 4.39e-14 1.87e-14 8.78e-15   0.002   14.20
P01985 -34.412 -10.812 1.74e-16 1.38e-16 1.05e-16   0.002   14.51
P03183 -34.441 -12.076 1.79e-15 1.15e-15 5.58e-16   0.001   11.80
P04012 -34.518 -13.508 4.31e-15 2.28e-15 1.13e-15   0.001    9.77
P01744 -34.435 -13.374 8.38e-13 5.05e-13 2.26e-13   0.000   10.09
P06099 -34.363 -14.897 7.94e-13 4.47e-13 2.57e-13   0.003   11.11
P02691 -34.411 -11.127 3.85e-13 1.90e-13 8.10e-14   0.002   13.60
P05478 -34.259  -8.633 1.05e-15 6.97e-16 4.56e-16   0.003   14.64
P04443 -34.321 -11.960 5.06e-13 2.72e-13 1.25e-13   0.001    8.26
P05030 -34.137 -14.109 1.60e-16 1.25e-16 8.23e-17   0.002   10.43
P03964 -34.069 -11.260 5.54e-13 7.27e-13 6.71e-13   0.003   13.06
P02296 -34.138  -9.313 6.15e-13 3.58e-13 1.76e-13   0.001   14.26
P03858 -33.861  -9.777 2.41e-16 1.92e-16 1.25e-16   0.001   14.20
P04013 -33.904 -14.790 8.27e-15 4.28e-15 2.05e-15   0.004   11.21
P02211 -33.800 -11.440 3.76e-14 1.60e-14 8.57e-15   0.001   12.85
P03631 -33.769  -7.242 1.37e-14 8.05e-15 3.60e-15   0.003   13.99
P02087 -33.827 -10.940 1.19e-12 8.29e-13 4.83e-13  -0.001   13.49
P03608 -33.850  -5.857 3.42e-16 2.26e-16 1.55e-16  -0.000   14.01
P00383 -33.456 -14.523 1.03e-12 6.61e-13 3.91e-13   0.001   11.14
P02984 -33.504 -13.266 2.11e-17 1.08e-17 4.10e-18   0.001   11.08
P00251 -33.497 -10.998 6.96e-13 3.91e-13 1.87e-13   0.002   13.23
P04135 -33.358 -14.967 2.36e-15 1.35e-15 7.45e-16   0.003   11.25
P03780 -33.153 -13.124 5.57e-14 2.78e-14 1.22e-14   0.002   11.41
P00376 -33.157 -10.109 1.04e-12 8.86e-13 6.74e-13   0.003   13.63
P02405 -33.237 -12.200 8.95e-13 5.50e-13 2.51e-13   0.003   12.28
P04428 -33.016 -14.032 2.66e-17 3.17e-17 3.05e-17   0.002   11.70
P04403 -33.233 -14.596 1.32e-14 7.57e-15 3.59e-15   0.002   11.43
P05163 -33.077 -11.668 4.18e-15 2.46e-15 1.33e-15   0.002   12.73
P02954 -32.959 -12.328 6.69e-13 3.92e-13 1.71e-13  -0.000   12.07
P02670 -33.058  -8.850 3.75e-15 2.45e-14 1.07e-13   0.002   13.78
P02164 -32.373 -13.054 2.07e-17 2.19e-17 2.08e-17   0.002   12.38
P03001 -32.252 -11.373 8.58e-17 8.05e-17 6.53e-17   0.001   12.99
P02257 -31.972 -10.577 1.37e-15 8.05e-16 5.02e-16   0.002   13.25
P02103 -31.486 -13.190 1.41e-14 6.77e-14 1.74e-13   0.003   12.73
P04791 -31.498 -13.974 2.24e-14 1.32e-14 5.35e-15  -0.002   12.32
P02782 -31.382 -10.922 1.12e-14 6.17e-15 3.01e-15   0.003   13.23
P03952 -31.323 -11.500 1.79e-16 1.51e-16 1.09e-16   0.004   12.82
P05365 -31.165  -2.638 1.82e-17 8.24e-18 3.69e-18   0.000   12.98
P03931 -30.891  -6.699 8.50e-15 4.98e-15 2.58e-15   0.001   13.37
P05842 -30.943  -8.057 1.45e-16 1.32e-16 8.92e-17   0.003   13.40
P05008 -30.790  -5.653 3.72e-15 2.49e-15 1.23e-15   0.003   13.24
P00475 -30.832 -12.771 1.21e-12 7.36e-13 6.07e-13   0.001   12.68
P00482 -30.254  -9.750 3.39e-15 1.85e-15 1.13e-15   0.003   13.24
P03860 -30.159  -6.541 5.28e-17 5.96e-17 4.37e-17   0.002   13.26
P00699 -30.172 -12.276 2.59e-17 2.80e-17 2.01e-17   0.002   12.67
