x y flux0 flux1 flux2 width rv
-28.692   6.179 8.92e-17 8.73e-17 5.87e-17 28.39 -975.52
-28.665   6.514 7.82e-17 5.73e-17 4.50e-17 34.97 -975.15
-28.665   6.232 1.10e-16 7.98e-17 5.06e-17 31.71 -975.46
-28.647   6.308 1.11e-16 7.63e-17 4.53e-17 21.91 -975.69
-28.645   6.031 1.05e-16 9.35e-17 5.73e-17 20.68 -975.58
-28.634   6.307 1.06e-16 6.74e-17 5.40e-17 42.99 -975.56
-28.621   6.625 8.93e-17 7.25e-17 4.21e-17 20.95 -975.33
-28.610   6.632 9.19e-17 5.96e-17 4.35e-17 29.83 -975.53
-28.607   6.260 6.82e-17 6.11e-17 3.83e-17 46.29 -975.49
-28.596   6.240 8.57e-17 5.87e-17 3.80e-17 31.01 -975.54
-28.593   6.316 7.22e-17 5.55e-17 3.76e-17 29.37 -975.45
-28.577   6.370 8.92e-17 6.21e-17 3.80e-17 33.27 -975.42
-28.573   6.288 1.02e-16 8.30e-17 5.75e-17 25.15 -975.34
-28.557   6.289 1.46e-16 9.04e-17 5.92e-17 25.55 -975.45
-28.555   6.307 9.99e-17 6.43e-17 4.14e-17 27.60 -975.58
-28.548   6.323 9.89e-17 5.87e-17 4.39e-17 31.09 -975.47
-28.543   6.459 9.78e-17 7.79e-17 4.68e-17 28.76 -975.44
-28.540   6.208 1.04e-16 5.60e-17 4.06e-17 44.35 -975.43
-28.538   6.321 9.01e-17 7.89e-17 4.95e-17 40.70 -975.46
-28.537   6.436 9.60e-17 6.25e-17 4.28e-17 40.07 -975.35
-28.535   6.291 1.13e-16 7.19e-17 5.99e-17 33.92 -975.52
-28.529   6.219 8.87e-17 5.85e-17 5.34e-17 34.70 -975.48
-28.527   6.234 1.13e-16 9.57e-17 5.01e-17 42.33 -975.45
-28.523   6.293 5.59e-17 3.90e-17 2.72e-17 42.42 -975.41
-28.521   6.328 1.36e-16 6.39e-17 4.75e-17 45.99 -975.57
-28.521   6.289 9.53e-17 8.32e-17 4.55e-17 33.30 -975.48
-28.516   6.266 1.04e-16 7.84e-17 4.96e-17 38.24 -975.46
-28.503   6.329 9.39e-17 6.46e-17 4.01e-17 36.24 -975.53
-28.471   6.135 1.04e-16 6.48e-17 3.86e-17 54.20 -975.37
-28.465   6.371 8.39e-17 6.08e-17 4.24e-17 40.28 -975.30
-28.454   6.195 1.14e-16 7.93e-17 5.12e-17 31.39 -975.35
-28.354   6.530 1.16e-16 8.63e-17 4.21e-17 29.18 -975.37
-28.271   5.826 9.14e-17 5.73e-17 5.10e-17 32.43 -975.51
-28.220   6.153 8.92e-17 6.51e-17 4.22e-17 20.16 -975.42
-28.219   5.910 8.16e-17 4.88e-17 4.12e-17 25.69 -975.36
-28.147   6.291 1.31e-16 8.57e-17 5.02e-17 28.18 -975.33
-27.931   3.678 2.27e-17 1.92e-17 1.25e-17 11.25 -2229.05
-27.892   3.840 2.51e-17 1.85e-17 1.05e-17 14.76 -2229.10
-27.885   3.712 1.57e-17 1.17e-17 8.44e-18 13.61 -2229.02
-27.869   3.681 1.94e-17 1.39e-17 1.18e-17 16.76 -2228.89
-27.689   3.607 1.37e-17 1.31e-17 7.40e-18 13.82 -2228.95
