name x y flux1 flux2 flux3 par rv
P03944  -2.197  16.505 2.44e-16 1.57e-16 7.50e-17   0.002   -1.27
P06018  -2.279  17.147 1.71e-15 9.59e-16 4.60e-16   0.000    0.70
P02800  -2.245  17.908 5.57e-17 4.03e-17 2.49e-17  -0.000    1.15
P05528  -2.187  15.197 1.44e-17 1.18e-17 8.29e-18   0.001   -3.34
P05553  -2.199  17.626 4.49e-14 2.38e-14 1.10e-14   0.001    0.66
P02693  -2.274  16.935 3.24e-16 2.20e-16 1.01e-16   0.002   -2.80
P00128  -2.297  17.238 9.96e-14 7.81e-14 4.15e-14   0.000    1.66
P00648  -2.175  18.335 3.29e-16 1.93e-16 1.07e-16   0.001    0.55
P01155  -2.237  18.740 7.30e-16 4.45e-16 2.15e-16   0.001    1.67
P03737  -2.207  16.765 5.67e-15 2.57e-15 1.17e-15   0.003   -3.24
P05744  -2.149  18.042 4.60e-17 3.65e-17 2.05e-17   0.000    0.34
P04374  -2.025  15.166 3.61e-17 2.70e-17 1.80e-17   0.000   -3.24
P02563  -2.136  17.327 3.43e-16 2.09e-16 1.04e-16  -0.000    1.67
P03533  -2.101  17.012 8.52e-14 4.70e-14 2.54e-14   0.001   -0.59
P01485  -2.197  16.324 6.71e-14 7.27e-14 6.58e-14   0.002   -1.71
P01862  -2.140  17.641 1.12e-16 7.08e-17 4.19e-17  -0.001    1.51
P00491  -1.919  17.352 1.47e-15 7.22e-16 3.58e-16   0.002    1.80
P03765  -2.157  18.316 1.69e-17 1.52e-17 1.06e-17   0.002   -0.91
P00487  -2.106  18.209 5.06e-17 3.74e-17 2.52e-17   0.000    0.45
P04779  -2.180  18.921 1.13e-15 6.43e-16 3.28e-16  -0.001    0.43
P02079  -2.062  17.056 8.27e-14 8.07e-14 6.34e-14   0.000    3.68
P01102  -2.159  18.726 1.30e-15 6.36e-16 3.23e-16   0.001    1.79
P04938  -1.990  16.101 1.20e-15 6.00e-16 3.21e-16  -0.000   -3.91
P02948  -2.093  16.526 5.42e-14 2.87e-14 1.45e-14  -0.001   -1.62
P03919  -2.011  16.956 8.37e-14 4.56e-14 2.70e-14   0.002    0.16
P02827  -2.002  16.913 8.31e-16 4.73e-16 2.28e-16   0.002   -1.04
P00688  -2.078  17.532 6.23e-17 4.25e-17 2.64e-17   0.000    4.61
P04624  -1.969  18.505 3.64e-15 1.84e-15 7.85e-16   0.002   -1.10
P05087  -1.940  26.443 8.01e-14 5.17e-14 2.71e-14   0.001    0.77
P03881  -2.079  16.370 2.10e-16 1.34e-16 6.86e-17   0.002   -4.19
P00471  -1.951  16.382 8.13e-14 5.09e-14 2.80e-14   0.002   -2.01
P02932  -1.987  17.280 1.10e-15 6.18e-16 2.97e-16  -0.001   -0.46
P03504  -1.939  18.089 5.51e-14 3.09e-14 1.41e-14   0.001   -0.96
P06103  -1.871  17.466 8.39e-14 4.33e-14 2.27e-14   0.001   -1.16
P01194  -2.000  16.869 1.25e-17 1.05e-17 7.95e-18   0.001   -1.42
P06124  -1.998  18.541 1.33e-17 1.09e-17 8.14e-18  -0.001    1.99
P04314  -1.897  17.420 6.40e-17 4.41e-17 2.76e-17   0.001    5.27
P03395  -1.989  18.605 1.13e-15 6.29e-16 3.01e-16   0.003    1.52
P04683  -1.956  19.131 3.57e-15 1.86e-15 7.90e-16   0.001   -1.11
P03270  -1.866  17.432 4.92e-15 2.41e-15 1.02e-15   0.001    3.40
P00076  -1.804  17.315 2.22e-16 1.49e-16 7.21e-17  -0.001    6.20
P01714  -1.987  17.943 1.79e-15 8.88e-16 4.71e-16   0.000    0.47
P00301  -1.849  17.335 3.41e-16 2.01e-16 9.99e-17   0.001    0.56
P04547  -1.768  17.929 9.25e-14 5.52e-14 2.84e-14   0.001    1.60
P00144  -2.003  18.649 5.51e-14 6.86e-14 6.72e-14   0.000   -1.16
P00546  -1.917  17.132 4.12e-17 3.28e-17 1.98e-17   0.002    2.04
P04566  -1.915  17.575 3.67e-17 2.98e-17 1.81e-17   0.001    1.29
P05817  -1.813  17.241 5.76e-16 3.20e-15 9.73e-15   0.001   -0.34
P01040  -1.914  19.881 3.19e-17 2.38e-17 1.51e-17   0.002   -0.34
P03040  -2.016  16.890 1.70e-15 9.87e-16 4.95e-16  -0.000    2.99
P06150  -1.978  16.228 1.70e-14 3.49e-14 4.85e-14   0.002   -4.24
P03641  -1.727  18.619 9.88e-14 8.08e-14 4.85e-14   0.002   -1.15
P06055  -1.850  16.489 1.93e-17 1.73e-17 1.11e-17   0.000   -1.83
P03521  -1.815  18.777 1.71e-15 8.30e-16 4.06e-16   0.000   -1.89
P00386  -1.830  17.666 1.35e-16 8.62e-17 5.17e-17   0.000   -0.45
P01854  -1.914  16.569 4.02e-15 1.98e-15 9.70e-16   0.002   -1.31
P02349  -1.894  16.564 7.67e-17 5.24e-17 3.27e-17   0.001   -1.77
P02649  -1.890  17.518 5.76e-17 3.89e-17 2.29e-17  -0.000    1.67
P00566  -1.704  17.515 1.05e-13 6.59e-14 3.60e-14   0.000    1.02
P01288  -1.765  18.140 3.04e-15 1.48e-15 6.00e-16   0.000   -1.08
P03609  -1.758  18.882 3.02e-15 1.53e-15 6.43e-16   0.000    1.47
P05264  -1.861  17.203 5.08e-16 2.87e-16 1.52e-16   0.002    6.81
P05315  -1.813  15.624 2.91e-16 1.68e-16 9.33e-17   0.000   -2.21
P01411  -1.771  17.665 3.61e-17 2.79e-17 1.79e-17  -0.001   10.04
P03921  -1.812  17.483 5.45e-17 3.73e-17 2.36e-17   0.003    5.76
P04658  -1.719  17.471 9.56e-17 6.04e-17 3.78e-17   0.001    7.34
P01225  -1.829  17.322 9.42e-14 7.95e-14 5.59e-14   0.001   17.31
P03216  -1.780  17.447 6.71e-16 3.48e-15 1.24e-14  -0.000   -0.38
P04990  -1.717  16.289 3.92e-15 2.22e-15 9.21e-16  -0.001   -2.56
P04545  -1.724  17.358 1.18e-15 6.14e-16 2.88e-16   0.000   -1.90
P03219  -1.735  17.264 2.62e-17 2.21e-17 1.44e-17   0.001   -2.82
P01379  -1.761  17.435 7.73e-14 7.53e-14 5.78e-14   0.001   -6.62
P03099  -1.673  16.757 2.70e-15 1.56e-15 6.62e-16  -0.000   -0.53
P01596  -1.720  17.364 1.30e-15 6.98e-16 3.37e-16  -0.000  -14.36
P01027  -1.725  17.191 1.73e-17 1.37e-17 9.70e-18   0.001    1.71
P02013  -1.543  19.145 5.39e-16 3.34e-16 1.69e-16   0.000    0.09
P05732  -1.662  17.440 4.90e-17 3.49e-17 2.09e-17   0.001   -8.43
P04917  -1.780  17.548 4.38e-17 3.13e-17 2.19e-17   0.001    0.72
P00995  -1.664  17.448 4.31e-17 3.11e-17 2.09e-17   0.000  -26.41
P05075  -1.815  18.674 2.34e-16 1.40e-16 8.23e-17   0.000    1.73
P02034  -1.579  17.366 1.06e-17 8.97e-18 6.75e-18   0.001  -19.13
P04385  -1.687  15.478 1.96e-16 1.10e-16 6.21e-17  -0.000   -2.84
P04114  -1.827  17.353 1.63e-16 1.05e-16 6.04e-17   0.000    1.04
P01159  -1.731  17.715 1.35e-15 7.32e-16 3.17e-16  -0.001   -2.08
P01729  -1.814  19.030 2.05e-15 1.10e-15 5.28e-16   0.002    2.27
P02055  -1.625  17.358 5.07e-14 2.56e-14 1.07e-14   0.000   -4.03
P03660  -1.721  17.044 1.37e-17 1.30e-17 9.48e-18  -0.001    5.08
P04396  -1.706  16.461 8.73e-14 4.93e-14 2.74e-14   0.002   -3.89
P03431  -1.591  18.781 1.06e-17 9.28e-18 7.19e-18   0.002    2.56
P03282  -1.798  16.970 3.40e-16 2.18e-16 1.12e-16  -0.000    1.24
P01542  -1.733  19.182 2.48e-16 1.52e-16 8.03e-17   0.001    1.94
P01698  -1.796  17.059 4.92e-15 2.61e-15 1.25e-15   0.001    5.26
P03409  -1.536  17.365 1.95e-15 9.56e-16 4.86e-16   0.001  -11.14
P05438  -1.664  16.512 9.41e-14 6.89e-14 4.29e-14  -0.000   -2.58
P01535  -1.743  17.354 1.53e-15 8.39e-16 4.03e-16   0.002   -9.52
P06122  -1.613  17.027 9.60e-14 6.61e-14 4.02e-14   0.001    6.78
P05273  -1.624  16.838 3.16e-16 1.82e-16 9.47e-17   0.001   -3.23
P04619  -1.582  16.905 1.37e-15 7.55e-16 3.42e-16   0.002   -2.38
P04276  -1.580  18.441 1.93e-16 1.14e-16 6.44e-17   0.001    0.07
P01211  -1.585  17.382 6.98e-16 3.70e-16 1.90e-16   0.000   -7.09
P02866  -1.575  18.990 1.03e-13 6.83e-14 3.82e-14  -0.000    2.99
P00036  -1.704  19.213 7.15e-17 5.22e-17 3.15e-17   0.002   -0.35
P04492  -1.533  16.799 1.48e-17 1.35e-17 9.58e-18   0.000   -1.49
P01165  -1.684  16.425 1.67e-16 1.08e-16 6.13e-17   0.001   -3.96
P03567  -1.483  17.858 2.05e-16 1.30e-16 7.66e-17  -0.001   -2.29
P04855  -1.519  17.463 4.82e-14 5.82e-14 6.38e-14   0.002   -6.05
P04003  -1.509  18.902 8.91e-14 8.92e-14 6.72e-14  -0.000    1.97
P01120  -1.631  17.213 9.72e-16 5.63e-16 2.63e-16  -0.001   -3.55
P01203  -1.591  15.812 2.34e-17 1.94e-17 1.31e-17  -0.000   -4.15
P01675  -1.462  17.269 3.97e-14 2.02e-14 9.81e-15  -0.000   -8.97
